tradeId,asset,timestamp,datetime,hourOfDay,dayOfWeek,minuteOfHour,isMarketOpen,timeBlock6h,direction,directionEncoded,entryPrice,openPrice,highPrice,lowPrice,closePrice,rsi1m,rsi1mPrev,bbUpper,bbMiddle,bbLower,rsi5m,rsi5mPrev,adx15m,sma15m,sma15mPrev,bbWidth,bbWidthPct,pricePositionInBB,distToUpperBB,distToLowerBB,rsiDelta1m,rsiDelta5m,rsiDivergence,smaSlope15m,distToSma15m,atr1m,candleBodyPct,upperWickPct,lowerWickPct,atrPercent,dynamicTpPct,dynamicSlPct,tpSlRatio,normalizedSlope,slopeStrength,rsiDivergenceType,rsiDivergenceEncoded,regime,regimeEncoded,strategyType,strategyEncoded,confidence,priceChange1,priceChange5,priceChange15,target,exitReason,pnl,barsHeld
R_100_1764469876513_11,R_100,1756584180,2025-08-30T20:03:00.000Z,20,6,3,1,3,CALL,1,1245.990000,1245.510000,1246.750000,1245.490000,1245.990000,29.520000,28.120000,1260.567117,1253.131000,1245.694883,44.620000,48.180000,31.890589,1236.184000,1234.385000,0.011868,1.186806,-0.960313,1.169922,0.023685,1.400000,-3.560000,-15.100000,0.145741,0.793248,2.444918,0.380952,0.603175,0.015873,0.196223,0.004906,0.002943,1.666667,0.180291,0.180291,,0,BULLISH_TREND,2,MOMENTUM,1,85,0.033720,-0.389332,-0.779595,0,TIMEOUT,-1.958282,30
R_100_1764469876514_12,R_100,1756614120,2025-08-31T04:22:00.000Z,4,0,22,1,0,PUT,0,1293.500000,1293.090000,1293.630000,1292.300000,1293.500000,62.040000,63.130000,1295.702501,1289.937000,1284.171499,75.270000,76.070000,27.889007,1269.134000,1268.266500,0.008939,0.893920,0.617986,0.170275,0.721183,-1.090000,-0.800000,-13.230000,0.068400,1.919892,2.344735,0.308271,0.097744,0.593985,0.181271,0.004532,0.002719,1.666667,0.059574,0.059574,,0,RANGE,1,MEAN_REVERSION,0,80,-0.025506,0.235575,0.505831,0,SL,-20.000000,22
R_100_1764469876514_13,R_100,1756643220,2025-08-31T12:27:00.000Z,12,0,27,1,2,PUT,0,1301.460000,1300.710000,1301.910000,1299.560000,1301.460000,64.180000,61.790000,1302.724627,1297.691500,1292.658373,57.250000,58.080000,26.406867,1304.978500,1305.286500,0.007757,0.775705,0.748739,0.097170,0.676289,2.390000,-0.830000,6.930000,-0.023596,-0.269621,2.230764,0.319149,0.191489,0.489362,0.171405,0.004285,0.002571,1.666667,-0.085691,0.085691,,0,RANGE,1,MEAN_REVERSION,0,80,0.077665,0.208662,0.207891,0,TIMEOUT,9.281883,30
R_100_1764469876514_14,R_100,1756657200,2025-08-31T16:20:00.000Z,16,0,20,1,2,PUT,0,1324.990000,1324.220000,1325.790000,1323.350000,1324.990000,67.580000,66.810000,1329.543693,1318.640500,1307.737307,63.720000,68.640000,25.874890,1301.352000,1299.397500,0.016537,1.653702,0.582352,0.343678,1.302100,0.770000,-4.920000,3.860000,0.150416,1.816419,2.568144,0.315574,0.327869,0.356557,0.193824,0.004846,0.002907,1.666667,0.126289,0.126289,,0,RANGE,1,MEAN_REVERSION,0,80,0.038506,0.142846,0.842517,0,TIMEOUT,14.158597,30
R_100_1764469876514_15,R_100,1756662360,2025-08-31T17:46:00.000Z,17,0,46,1,2,CALL,1,1319.060000,1320.030000,1321.340000,1319.060000,1319.060000,35.720000,37.360000,1336.294111,1326.618500,1316.942889,48.360000,47.010000,34.939666,1309.348000,1308.329000,0.014587,1.458688,-0.781191,1.306545,0.160502,-1.640000,1.350000,-12.640000,0.077886,0.741743,2.775041,0.425439,0.574561,0,0.210380,0.005260,0.003156,1.666667,0.124502,0.124502,,0,RANGE,1,MEAN_REVERSION,0,80,-0.077268,-0.306850,-0.758385,0,TIMEOUT,-2.638242,30
R_100_1764469876514_16,R_100,1756675500,2025-08-31T21:25:00.000Z,21,0,25,1,3,PUT,0,1301.150000,1301.400000,1302.400000,1301.040000,1301.150000,64.830000,66.630000,1304.253621,1293.684000,1283.114379,47.290000,51.380000,16.557343,1309.062500,1310.099000,0.016340,1.634034,0.706364,0.238529,1.386129,-1.800000,-4.090000,17.540000,-0.079116,-0.604440,2.518601,0.183824,0.735294,0.080882,0.193567,0.004839,0.002904,1.666667,-0.085798,0.085798,,0,RANGE,1,MEAN_REVERSION,0,80,-0.044556,0.505948,1.119884,0,SL,-20.000000,24
R_100_1764469876514_17,R_100,1756682340,2025-08-31T23:19:00.000Z,23,0,19,0,3,PUT,0,1326.150000,1328.180000,1328.180000,1325.530000,1326.150000,65.600000,71.940000,1327.721269,1322.654000,1317.586731,67.900000,65.010000,20.798897,1304.867000,1304.423500,0.007662,0.766227,0.689918,0.118484,0.645724,-6.340000,2.890000,-2.300000,0.034000,1.631047,2.621372,0.766038,0,0.233962,0.197668,0.004942,0.002965,1.666667,0.003243,0.003243,,0,RANGE,1,MEAN_REVERSION,0,80,-0.134795,0.308607,0.402777,1,TP,32.000000,24
R_100_1764469876515_18,R_100,1756698720,2025-09-01T03:52:00.000Z,3,1,52,1,0,CALL,1,1291.100000,1288.690000,1291.410000,1288.690000,1291.100000,45.610000,40.040000,1297.925356,1293.190000,1288.454644,37.480000,37.130000,20.652508,1309.202000,1310.537000,0.007324,0.732353,-0.441361,0.528647,0.204892,5.570000,0.350000,8.130000,-0.101867,-1.382674,2.593863,0.886029,0.113971,0,0.200903,0.005023,0.003014,1.666667,-0.076947,0.076947,,0,RANGE,1,MEAN_REVERSION,0,80,0.155147,-0.237989,-0.346560,0,SL,-20.000000,13
R_100_1764469876515_19,R_100,1756717740,2025-09-01T09:09:00.000Z,9,1,9,1,1,PUT,0,1254.820000,1255.490000,1256.130000,1254.490000,1254.820000,73.720000,76.660000,1254.524646,1248.535000,1242.545354,59.720000,53.720000,44.884696,1256.172500,1257.858500,0.009595,0.959468,1.049311,-0.023538,0.978200,-2.940000,6,14,-0.134037,-0.107668,2.364547,0.408537,0.390244,0.201220,0.188437,0.004711,0.002827,1.666667,-0.211306,0.211306,,0,BEARISH_TREND,0,MOMENTUM,1,85,-0.055754,0.581936,0.574680,0,SL,-20.000000,26
R_100_1764469876515_20,R_100,1756725900,2025-09-01T11:25:00.000Z,11,1,25,1,1,PUT,0,1264.220000,1263.630000,1264.300000,1262.530000,1264.220000,67.440000,66.280000,1265.655246,1258.942500,1252.229754,59.640000,64.760000,24.194494,1248.046000,1248.371500,0.010664,1.066410,0.786191,0.113528,0.948430,1.160000,-5.120000,7.800000,-0.026074,1.295946,2.313986,0.333333,0.045198,0.621469,0.183037,0.004576,0.002746,1.666667,-0.056388,0.056388,,0,RANGE,1,MEAN_REVERSION,0,80,0.045107,0.193378,0.660069,0,TIMEOUT,11.010742,30
R_100_1764469876515_21,R_100,1756731660,2025-09-01T13:01:00.000Z,13,1,1,1,2,CALL,1,1233.710000,1231.560000,1233.970000,1231.560000,1233.710000,31.730000,24.710000,1248.409989,1240.025500,1231.641011,39.560000,30.290000,21.895473,1249.848500,1249.617000,0.013523,1.352309,-0.753236,1.191527,0.167705,7.020000,9.270000,-7.830000,0.018526,-1.291236,2.507961,0.892116,0.107884,0,0.203286,0.005082,0.003049,1.666667,-0.005815,0.005815,,0,RANGE,1,MEAN_REVERSION,0,80,0.166442,-0.224830,-0.776921,1,TP,32.000000,18
R_100_1764469876515_22,R_100,1756745160,2025-09-01T16:46:00.000Z,16,1,46,1,2,PUT,0,1234.760000,1236.570000,1238.570000,1234.590000,1234.760000,64.440000,71.970000,1237.279712,1229.432000,1221.584288,61,56.510000,30.264873,1234.955500,1235.887500,0.012766,1.276640,0.678924,0.204065,1.067067,-7.530000,4.490000,3.440000,-0.075411,-0.015831,2.455424,0.454774,0.502513,0.042714,0.198858,0.004971,0.002983,1.666667,-0.144398,0.144398,,0,RANGE,1,MEAN_REVERSION,0,80,-0.161713,0.150864,0.619316,0,SL,-20.000000,3
R_100_1764469876516_23,R_100,1756767480,2025-09-01T22:58:00.000Z,22,1,58,0,3,PUT,0,1272.880000,1276.540000,1276.790000,1272.490000,1272.880000,56.470000,70.250000,1277.603669,1270.832000,1264.060331,65,64.480000,23.446983,1257.749500,1256.299500,0.010657,1.065706,0.302437,0.371101,0.692891,-13.780000,0.520000,-8.530000,0.115418,1.202982,2.328415,0.851163,0.058140,0.090698,0.182925,0.004573,0.002744,1.666667,0.109515,0.109515,,0,RANGE,1,MEAN_REVERSION,0,80,-0.274994,-0.109866,0.434759,0,SL,-20.000000,8
R_100_1764469876516_24,R_100,1756770180,2025-09-01T23:43:00.000Z,23,1,43,0,3,PUT,0,1281.460000,1282.190000,1284.080000,1281.460000,1281.460000,70.210000,71.640000,1282.462372,1272.793500,1263.124628,68.110000,61.180000,29.318367,1260.825000,1259.226000,0.015193,1.519315,0.896330,0.078221,1.430819,-1.430000,6.930000,2.100000,0.126983,1.636627,2.475779,0.278626,0.721374,0,0.193200,0.004830,0.002898,1.666667,0.102699,0.102699,,0,RANGE,1,MEAN_REVERSION,0,80,-0.030425,0.512973,0.980284,0,SL,-20.000000,2
R_100_1764469876516_25,R_100,1756782300,2025-09-02T03:05:00.000Z,3,2,5,1,0,CALL,1,1277.500000,1275.540000,1278,1275.540000,1277.500000,37.140000,30.390000,1295.253786,1284.473500,1273.693214,43.180000,42.740000,32.344652,1280.475500,1279.630500,0.016786,1.678553,-0.646875,1.389729,0.297987,6.750000,0.440000,-6.040000,0.066035,-0.232375,2.468817,0.796748,0.203252,0,0.193254,0.004831,0.002899,1.666667,0.111815,0.111815,,0,RANGE,1,MEAN_REVERSION,0,80,0.174865,-0.312134,-1.044168,0,SL,-20.000000,18
R_100_1764469876516_26,R_100,1756785300,2025-09-02T03:55:00.000Z,3,2,55,1,0,CALL,1,1245.480000,1244.610000,1246.350000,1244.360000,1245.480000,24.590000,21.300000,1261.083057,1252.996000,1244.908943,23.020000,23.660000,29.629121,1278.165000,1279.734500,0.012908,1.290835,-0.929386,1.252775,0.045850,3.290000,-0.640000,1.570000,-0.122643,-2.557182,2.417962,0.437186,0.437186,0.125628,0.194139,0.004853,0.002912,1.666667,-0.031488,0.031488,,0,RANGE,1,MEAN_REVERSION,0,80,0.072314,-0.477842,-0.926714,0,SL,-20.000000,13
R_100_1764469876516_27,R_100,1756786560,2025-09-02T04:16:00.000Z,4,2,16,1,0,CALL,1,1231.800000,1230.180000,1231.800000,1229.480000,1231.800000,21.130000,16.730000,1249.644572,1239.948000,1230.251428,18.450000,19.500000,33.763740,1274.337500,1276.203000,0.015640,1.564029,-0.840297,1.448658,0.125716,4.400000,-1.050000,2.680000,-0.146176,-3.338009,2.393450,0.698276,0,0.301724,0.194305,0.004858,0.002915,1.666667,-0.131422,0.131422,,0,RANGE,1,MEAN_REVERSION,0,80,0.080435,-0.463019,-0.947265,0,SL,-20.000000,6
R_100_1764469876517_28,R_100,1756798620,2025-09-02T07:37:00.000Z,7,2,37,1,1,PUT,0,1200.470000,1201.100000,1201.690000,1199.710000,1200.470000,71.660000,74.040000,1201.551609,1192.915500,1184.279391,44.930000,44.840000,55.200015,1222.653000,1227.416000,0.014479,1.447900,0.874757,0.090099,1.348689,-2.380000,0.090000,26.730000,-0.388051,-1.814333,2.192890,0.318182,0.297980,0.383838,0.182669,0.004567,0.002740,1.666667,-0.418991,0.418991,,0,BEARISH_TREND,0,MOMENTUM,1,85,-0.047459,0.294919,0.842546,1,TP,32.000000,9
R_100_1764469876518_29,R_100,1756811580,2025-09-02T11:13:00.000Z,11,2,13,1,1,PUT,0,1222.450000,1223.420000,1223.420000,1221.600000,1222.450000,69.160000,71.990000,1223.184494,1214.504500,1205.824506,63.850000,60.900000,20.497479,1204.964000,1204.435500,0.014294,1.429389,0.915381,0.060084,1.360014,-2.830000,2.950000,5.310000,0.043879,1.451164,2.548620,0.532967,0,0.467033,0.208485,0.005212,0.003127,1.666667,-0.018596,0.018596,,0,RANGE,1,MEAN_REVERSION,0,80,-0.066217,0.536215,0.971347,0,TIMEOUT,-0.588981,30
R_100_1764469876518_30,R_100,1756829520,2025-09-02T16:12:00.000Z,16,2,12,1,2,PUT,0,1225.420000,1227.700000,1229.050000,1225.420000,1225.420000,63.050000,71.140000,1230.340992,1220.794000,1211.247008,60.810000,67.160000,17.478148,1212.849500,1212.759000,0.015641,1.564063,0.484551,0.401576,1.156582,-8.090000,-6.350000,2.240000,0.007462,1.036444,2.383090,0.628099,0.371901,0,0.194471,0.004862,0.002917,1.666667,0.022818,0.022818,,0,RANGE,1,MEAN_REVERSION,0,80,-0.197907,0.207706,0.572864,0,SL,-20.000000,8
R_100_1764469876518_31,R_100,1756833000,2025-09-02T17:10:00.000Z,17,2,10,1,2,PUT,0,1245.530000,1245.440000,1246.650000,1245.130000,1245.530000,65.370000,65.910000,1247.199471,1239.358000,1231.516529,69.690000,70.210000,25.696525,1215.654500,1214.448000,0.012654,1.265409,0.787097,0.134037,1.125101,-0.540000,-0.520000,-4.320000,0.099346,2.457565,2.552365,0.059211,0.736842,0.203947,0.204922,0.005123,0.003074,1.666667,0.067691,0.067691,,0,RANGE,1,MEAN_REVERSION,0,80,-0.016055,0.428150,0.600113,0,TIMEOUT,7.354299,30
R_100_1764469876519_32,R_100,1756884540,2025-09-03T07:29:00.000Z,7,3,29,1,1,CALL,1,1167,1163.440000,1167.010000,1163.100000,1167,51.180000,42.660000,1171.154448,1165.801500,1160.448552,51.070000,46.560000,33.153946,1166.818000,1167.411000,0.009183,0.918329,0.223895,0.355994,0.561392,8.520000,4.510000,0.110000,-0.050796,0.015598,2.589113,0.910486,0.002558,0.086957,0.221861,0.005547,0.003328,1.666667,-0.027845,0.027845,,0,RANGE,1,MEAN_REVERSION,0,80,0.310300,0.293059,-0.072783,0,SL,-20.000000,18
R_100_1764469876519_33,R_100,1756888080,2025-09-03T08:28:00.000Z,8,3,28,1,1,PUT,0,1180.300000,1180.470000,1181.600000,1180.300000,1180.300000,69.930000,71.390000,1182.422690,1174.535000,1166.647310,64.190000,63.610000,26.548330,1165.606500,1165.233000,0.013431,1.343117,0.730886,0.179843,1.156714,-1.460000,0.580000,5.740000,0.032054,1.260588,2.153114,0.130769,0.869231,0,0.182421,0.004561,0.002736,1.666667,-0.032877,0.032877,,0,RANGE,1,MEAN_REVERSION,0,80,-0.032185,0.399796,0.941597,0,SL,-20.000000,11
R_100_1764469876519_34,R_100,1756908780,2025-09-03T14:13:00.000Z,14,3,13,1,2,CALL,1,1155.460000,1155.420000,1155.950000,1153.180000,1155.460000,32.780000,33.170000,1168.859572,1161.654500,1154.449428,37.110000,36.880000,23.449275,1173.304000,1175.116000,0.012405,1.240484,-0.859742,1.159674,0.087461,-0.390000,0.230000,-4.330000,-0.154198,-1.520833,2.352100,0.014440,0.176895,0.808664,0.203564,0.005089,0.003053,1.666667,-0.134610,0.134610,,0,RANGE,1,MEAN_REVERSION,0,80,-0.018171,-0.340691,-0.909044,1,TP,32.000000,6
R_100_1764469876519_35,R_100,1756923180,2025-09-03T18:13:00.000Z,18,3,13,1,3,CALL,1,1155.960000,1154.630000,1156.180000,1154.170000,1155.960000,35.470000,29.800000,1168.136623,1160.956500,1153.776377,41.920000,44.230000,19.092716,1159.151000,1159.785000,0.012369,1.236932,-0.695879,1.053378,0.188901,5.670000,-2.310000,-6.450000,-0.054665,-0.275288,2.320380,0.661692,0.109453,0.228856,0.200732,0.005018,0.003011,1.666667,-0.056123,0.056123,,0,RANGE,1,MEAN_REVERSION,0,80,0.123860,-0.161509,-0.595074,0,SL,-20.000000,6
R_100_1764469876519_36,R_100,1756932120,2025-09-03T20:42:00.000Z,20,3,42,1,3,CALL,1,1124.710000,1125.530000,1125.530000,1123.770000,1124.710000,28.540000,29.720000,1135.269395,1129.408500,1123.547605,34.760000,33.610000,48.071870,1148.579500,1149.967500,0.010379,1.037870,-0.801669,0.938855,0.103351,-1.180000,1.150000,-6.220000,-0.120699,-2.078176,1.925945,0.465909,0,0.534091,0.171239,0.004281,0.002569,1.666667,-0.115950,0.115950,,0,RANGE,1,MEAN_REVERSION,0,80,-0.044436,-0.187253,-0.607116,0,TIMEOUT,27.420402,30
R_100_1764469876520_37,R_100,1756940820,2025-09-03T23:07:00.000Z,23,3,7,0,3,PUT,0,1141.250000,1141.560000,1142.780000,1141.030000,1141.250000,73.790000,75.580000,1144.239859,1132.747000,1121.254141,61.640000,63.680000,45.224459,1131.110500,1132.349000,0.020292,2.029201,0.739851,0.261981,1.752102,-1.790000,-2.040000,12.150000,-0.109374,0.896420,2.362712,0.177143,0.697143,0.125714,0.207028,0.005176,0.003105,1.666667,-0.180843,0.180843,,0,BEARISH_TREND,0,MOMENTUM,1,85,-0.045543,0.392333,1.138781,1,TP,32.000000,7
R_100_1764469876520_38,R_100,1756946160,2025-09-04T00:36:00.000Z,0,4,36,1,0,PUT,0,1142.370000,1142.750000,1143.070000,1140.790000,1142.370000,62.260000,64.320000,1145.365725,1137.350000,1129.334275,61.850000,64.520000,34.885480,1129.072000,1129.114000,0.014095,1.409544,0.626269,0.262238,1.141112,-2.060000,-2.670000,0.410000,-0.003720,1.177781,2.295641,0.166667,0.140351,0.692982,0.200954,0.005024,0.003014,1.666667,-0.016843,0.016843,,0,RANGE,1,MEAN_REVERSION,0,80,-0.060364,0.148157,1.001733,1,TP,32.000000,13
R_100_1764469876520_39,R_100,1756954260,2025-09-04T02:51:00.000Z,2,4,51,1,0,PUT,0,1126.940000,1130.850000,1131.420000,1126.940000,1126.940000,50.760000,63.460000,1131.748397,1127.111500,1122.474603,47.680000,55.400000,20.437430,1128.615000,1128.451500,0.008228,0.822793,-0.036986,0.426677,0.396241,-12.700000,-7.720000,3.080000,0.014489,-0.148412,2.335820,0.872768,0.127232,0,0.207271,0.005182,0.003109,1.666667,0.002226,0.002226,,0,RANGE,1,MEAN_REVERSION,0,80,-0.349282,-0.058531,0.035507,0,TIMEOUT,16.078939,30
R_100_1764469876520_40,R_100,1756960740,2025-09-04T04:39:00.000Z,4,4,39,1,0,CALL,1,1103.410000,1101.690000,1103.610000,1101.690000,1103.410000,36.610000,26.690000,1108.093381,1105.241000,1102.388619,32.940000,35.130000,24.644399,1123.948500,1125.013500,0.005162,0.516155,-0.641920,0.424446,0.092566,9.920000,-2.190000,3.670000,-0.094666,-1.827352,2.008670,0.895833,0.104167,0,0.182042,0.004551,0.002731,1.666667,-0.123086,0.123086,,0,RANGE,1,MEAN_REVERSION,0,80,0.155215,-0.221547,-0.219742,1,TP,32.000000,11
R_100_1764469876520_41,R_100,1756970400,2025-09-04T07:20:00.000Z,7,4,20,1,1,PUT,0,1108.220000,1107.760000,1109.860000,1107.760000,1108.220000,69.010000,68.150000,1108.919893,1103.767500,1098.615107,61.770000,57.330000,32.909045,1109.614000,1110.174500,0.009336,0.933601,0.864162,0.063155,0.866696,0.860000,4.440000,7.240000,-0.050488,-0.125629,2.089343,0.219048,0.780952,0,0.188531,0.004713,0.002828,1.666667,-0.125582,0.125582,,0,RANGE,1,MEAN_REVERSION,0,80,0.036107,0.425000,0.463236,0,SL,-20.000000,15
R_100_1764469876520_42,R_100,1756987500,2025-09-04T12:05:00.000Z,12,4,5,1,2,CALL,1,1129.810000,1129.510000,1129.990000,1128.780000,1129.810000,20.050000,17.300000,1154.041700,1140.753500,1127.465300,42.640000,43.900000,37.700425,1125.761500,1124.433500,0.023297,2.329723,-0.823550,2.144759,0.207530,2.750000,-1.260000,-22.590000,0.118104,0.359623,2.165820,0.247934,0.148760,0.603306,0.191698,0.004792,0.002875,1.666667,0.211134,0.211134,,0,BULLISH_TREND,2,MOMENTUM,1,85,0.052248,-0.560651,-1.442840,0,TIMEOUT,20.392809,30
R_100_1764469876520_43,R_100,1756991640,2025-09-04T13:14:00.000Z,13,4,14,1,2,CALL,1,1125.710000,1123.320000,1125.710000,1123.320000,1125.710000,35.510000,24.280000,1138.469499,1130.861500,1123.253501,39.620000,43.100000,28.822736,1128.828000,1128.487000,0.013455,1.345523,-0.677116,1.133462,0.218218,11.230000,-3.480000,-4.110000,0.030217,-0.276216,2.215627,1,0,0,0.196820,0.004921,0.002952,1.666667,0.073096,0.073096,,0,RANGE,1,MEAN_REVERSION,0,80,0.241318,-0.292291,-0.860429,0,TIMEOUT,-16.203107,30
R_100_1764469876520_44,R_100,1756998300,2025-09-04T15:05:00.000Z,15,4,5,1,2,CALL,1,1112.460000,1110.320000,1112.460000,1110.090000,1112.460000,45.330000,36.860000,1119.559471,1113.822500,1108.085529,39.380000,33.270000,28.662733,1129.225500,1129.521000,0.010301,1.030141,-0.237495,0.638178,0.393225,8.470000,6.110000,5.950000,-0.026162,-1.484690,2.193382,0.902954,0,0.097046,0.197165,0.004929,0.002957,1.666667,-0.007781,0.007781,,0,RANGE,1,MEAN_REVERSION,0,80,0.249619,0.026075,-0.327922,1,TP,32.000000,27
